1, Alimentos y Bebidas No Alcohólicas,,,,,,,,,,
1111103,Servicio,de,pollo,,,,,,,,
1111104,Sandwiches,,,,,,,,,,
1111105,Pizza,,,,,,,,,,
1111106,Empanadas,,,,,,,,,,
1111107,Comida,china,,,,,,,,,
1111108,Hamburguesas,,,,,,,,,,
1111116,Postres,,,,,,,,,,
1111117,Hot,Dog,,,,,,,,,
11112,Bebidas,alcohólicas,y,no,alcohólicas,servidas,,,,,
1111201,Cerveza,servida,fuera,del,hogar,,,,,,
1111202,Jugo,servido,fuera,del,hogar,,,,,,
1111203,Batida,de,fruta,con,leche,,,,,,
1111204,Gaseosa,servida,fuera,del,hogar,,,,,,
1111205,Café,servido,fuera,del,hogar,,,,,,
112,Servicios,de,Alojamiento,,,,,,,,
1121,Servicios,de,alojamiento,,,,,,,,
11211,Servicios,de,alojamiento,,,,,,,,
1121101,Servicio,de,alojamiento,,,,,,,,
12,Bienes,y,Servicios,Diversos,,,,,,,
121,Cuidado,Personal,,,,,,,,,
1211,Salones,de,peluquería,,,,,,,,
12111,Servicios,de,cuidado,personal,,,,,,,
1211101,Lavado,y,peinado,de,pelo,,,,,,
1211102,Corte,de,pelo,para,hombre,,,,,,
1211103,Aplicación,de,desrizado,,,,,,,,
1211104,Aplicación,de,tintes,,,,,,,,
1211105,Arreglo,de,uñas,(Manicure),,,,,,,
1211106,Arreglo,de,pies,(Pedicure),,,,,,,
1211107,Corte,de,pelo,para,mujer,,,,,,
1211108,"Afeitado,",Arreglo,de,barba,y,Cerquillo,,,,,
1213,Otros,"aparatos,",artículos,y,productos,para,la,atención,personal,,
12131,Artículos,de,cuidado,personal,,,,,,,
1213101,Pañales,desechables,,,,,,,,,
1213102,Desodorantes,,,,,,,,,,
1213103,Papel,higiénico,,,,,,,,,
1213104,Perfumes,,,,,,,,,,
1213105,Pasta,dental,,,,,,,,,
1213106,Toallas,sanitarias,,,,,,,,,
1213107,Jabón,de,baño,,,,,,,,
1213108,Rasuradora,,,,,,,,,,
1213109,Shampoo,,,,,,,,,,
1213110,Tratamientos,para,el,pelo,,,,,,,
1213111,Tintes,para,el,cabello,,,,,,,
1213112,Cremas,para,la,piel,,,,,,,
1213113,Rinse,y,acondicionador,,,,,,,,
1213114,Enjuague,bucal,,,,,,,,,
1213115,Cepillos,de,dientes,,,,,,,,
1213117,Cepillos,para,el,cabello,,,,,,,
1213118,Toallitas,húmedas,(Wipes),,,,,,,,
1213119,Linea,de,productos,para,el,pelo,,,,,
1213120,Jabones,íntimos,,,,,,,,,
1213122,Crema,facial,,,,,,,,,
1213124,Cosméticos,,,,,,,,,,
1213125,Esmalte,de,uñas,,,,,,,,
1213126,Crema,para,pañales,,,,,,,,
123,Efectos,Personales,,,,,,,,,
1231,"Joyería,",relojes,de,pared,y,relojes,de,pulsera,,,
12311,Joyería,y,relojes,,,,,,,,
1231102,Relojes,de,pulsera,,,,,,,,
