,,,2020,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,2025,,,,,,,,,,,,2026,,,,,,,
,,Grupo,Subgrupo,Clase,Subclase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Artículo,Ponderación,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre ,Diciembre ,Enero,Febrero ,Marzo,Abril ,Mayo,Junio,Julio,Agosto
1221,01221 Refrescos,0.7101,101.83,102.14,102.32,103.34,104.09,104.76,105.16,105.59,105.83,106.4,112.08,115.37,116.25,117.08,117.54,117.92,118.42,118.87,119.12,119.52,119.92,120.51,121.32,122.1,123,123.62,123.92,124.45,125.09,125.29,125.6,126.51,128.61,130.4,131.09,132.32,133.35,133.67,133.81,134.39,134.55,134.79,134.93,135.19,135.43,135.38,135.82,135.88,135.87,135.81,135.82,136.99,137.55,137.84,137.9,138.32,138.16,138.86,139.35,140.15,141.01,141.61,141.93,143.2,144.43,144.76,146.23,147.83,150.28,151.39,152.81
122101,0122101 Refrescos,0.658,101.87,102.18,102.37,103.45,104.23,104.97,105.39,105.83,106.08,106.7,112.84,116.37,117.3,118.17,118.65,119.02,119.54,120.02,120.22,120.47,120.75,121.29,122.13,122.92,123.86,124.5,124.83,125.4,126.09,126.31,126.62,127.61,129.88,131.81,132.54,133.85,134.97,135.33,135.46,136.07,136.23,136.48,136.61,136.85,137.06,137.02,137.48,137.52,137.5,137.4,137.38,138.63,139.23,139.54,139.58,140.02,139.84,140.61,141.13,141.98,142.88,143.53,143.87,145.22,146.53,146.91,148.49,150.22,152.85,154.02,155.54
122103,0122103 Bebidas hidratantes,0.0521,101.4,101.59,101.63,101.96,102.23,102.11,102.25,102.56,102.68,102.66,102.52,102.7,102.96,103.24,103.49,104.04,104.28,104.35,105.19,107.56,109.5,110.6,111.09,111.73,112.17,112.48,112.45,112.54,112.46,112.34,112.64,112.6,112.56,112.63,112.82,112.97,112.87,112.74,113.07,113.16,113.32,113.51,113.64,114.19,114.8,114.62,114.77,115.17,115.33,115.67,116.12,116.33,116.32,116.41,116.77,116.94,116.85,116.86,116.87,117.09,117.45,117.28,117.43,117.66,117.79,117.66,117.77,117.66,117.78,118.17,118.35
1222,01222 Jugos y aguas minerales,1.5049,103,103.39,103.81,104.24,104.77,105.74,107.13,107.86,108.33,108.67,109.1,109.42,109.77,109.97,110.29,110.79,111.65,112.61,114.54,115.59,116.53,117.27,118.33,118.93,119.17,119.5,119.85,120.48,121.75,122.18,122.7,123.1,124.06,124.54,125.11,125.51,126.7,128.79,129.94,132.1,133.3,133.99,134.92,135.85,136.66,137,137.41,137.87,138.23,138.61,138.86,139.25,139.81,140.13,142.39,143.64,144.1,144.25,145.07,145.79,146.38,146.97,147.38,147.96,148.17,148.27,150.22,152.52,154.02,154.81,156.55
122201,0122201 Agua purificada,0.8856,103.5,104.07,104.43,104.88,105.58,107.07,109.21,110.11,110.69,111.12,111.49,112.01,112.43,112.66,113.01,113.46,114.4,115.43,118.21,119.65,120.59,121.35,122.28,122.94,123.09,123.36,123.61,123.87,124.19,124.26,124.61,125.14,126.42,126.95,127.44,127.9,128.45,129.02,129.15,129.34,129.39,129.5,130.5,131.78,132.86,133.29,133.75,134.18,134.64,135.11,135.33,135.8,136.62,137.15,140.73,142.38,143.07,143.27,144.13,145.15,145.63,146.2,146.58,147.25,147.46,147.55,150.34,153.91,156.27,157.51,160.25
122202,0122202 Jugos envasados,0.2234,102.53,102.59,103.11,103.36,103.58,103.58,103.73,103.78,103.71,103.92,104.6,104.45,104.68,104.68,104.78,105.45,105.79,106.19,106.82,106.67,107.37,107.62,109.84,110.16,110.39,111,111.62,112,112.85,113.09,113.6,113.58,113.72,114.26,115.64,115.93,117.61,118.91,120.17,120.56,121.56,121.63,122.1,122.44,122.83,122.45,122.78,123.65,123.58,123.75,124.06,124.22,124.48,124.48,124.51,125.26,125.25,125.18,126.61,126.79,127.06,127.6,127.68,128.03,128.03,128.28,129.07,129.33,129.69,129.57,130.21
122203,0122203 Jugos en polvo,0.0534,103.11,103.57,103.87,104.26,104.74,105.55,107.99,111.28,113.78,115.2,116.28,116.73,117.05,117.43,117.82,118.24,118.6,118.79,119.59,120.03,120.28,120.79,121.79,122.07,122.2,122.69,123.09,123.74,124.32,124.67,125.08,125.26,125.71,125.96,125.93,126.46,126.94,127.66,129.01,129.87,130.72,131.11,131.64,132.44,133.04,133.71,134.6,135.3,136.55,136.98,137.46,137.76,137.86,138.07,138.84,139.41,140.06,140.15,140.68,140.82,141.01,141.18,141.4,141.41,141.53,141.26,141.9,142.19,142.42,142.42,142.62
122204,0122204 Jugo de naranja pasteurizado,0.3426,102,102.16,102.64,103.14,103.49,103.72,103.84,104.18,104.38,104.42,104.73,104.83,105.08,105.31,105.67,106.2,107.3,108.57,109.28,110.22,111.41,112.48,113.11,113.77,114.29,114.58,115.01,116.75,120.84,122.31,123.34,123.68,124.44,124.79,125.15,125.45,128.06,134.81,138.52,147.12,151.48,154.11,155.19,155.66,156.08,156.59,156.86,157.08,157.34,157.58,157.86,158.22,158.33,158.38,158.89,159.56,159.71,159.87,160.21,160.6,161.74,162.47,163.23,163.84,164.18,164.25,164.99,165.66,165.89,166.23,166.32
2,02 Bebidas Alcohólicas y Tabaco,2.3591,102.23,103.12,103.65,104.66,105.43,105.83,106.34,107.47,110.48,111.98,112.88,113.84,114.87,115.84,116.57,117.72,118.45,118.89,119.55,120.79,121.53,121.28,120.41,119.87,119.59,121.4,122.89,123.59,123.92,124.08,124.25,124.41,124.67,124.93,125.08,125.23,125.38,125.57,125.76,126.1,126.22,126.37,126.53,126.68,126.98,127.13,127.24,129.69,131.78,132.5,133.22,133.73,133.92,134.06,134.12,134.36,134.46,134.65,135.87,138.03,139,139.48,140.03,140.49,140.74,140.98,141.26,141.52,141.82,142.07,142.39
21,021 Bebidas Alcohólicas,2.1397,102.13,103.09,103.65,104.74,105.45,105.81,106.33,107.54,110.82,112.45,113.42,114.45,115.56,116.61,117.39,118.64,119.36,119.77,120.46,121.8,122.58,122.27,121.3,120.69,120.36,122.33,123.94,124.57,124.81,124.92,125.07,125.2,125.43,125.65,125.78,125.92,126.05,126.23,126.41,126.68,126.7,126.79,126.93,127.04,127.32,127.45,127.53,130.15,132.37,133.12,133.87,134.31,134.42,134.52,134.54,134.78,134.86,135.05,136.37,138.72,139.74,140.22,140.67,141,141.16,141.3,141.54,141.76,142.05,142.27,142.59
211,0211 Bebidas destiladas ,0.4947,103.47,103.96,104.24,104.66,105.04,105.25,105.47,105.74,106.13,106.53,106.82,107.09,108.17,109.3,109.89,110.57,111.16,111.51,111.91,113.78,115.47,116.34,116.77,117.36,118.18,119.29,120.25,121.08,121.74,122.17,122.58,123.76,124.9,125.76,126.34,126.7,127,127.48,127.69,128.19,128.44,128.58,128.88,129.7,130.51,131.07,131.43,131.86,132.07,132.33,132.6,133.09,133.32,133.58,133.83,134.28,134.44,134.77,135.04,135.23,135.69,135.92,136.34,136.79,137.07,137.15,137.37,137.59,138.07,138.36,138.83
2111,02111 Bebidas destiladas,0.4947,103.47,103.96,104.24,104.66,105.04,105.25,105.47,105.74,106.13,106.53,106.82,107.09,108.17,109.3,109.89,110.57,111.16,111.51,111.91,113.78,115.47,116.34,116.77,117.36,118.18,119.29,120.25,121.08,121.74,122.17,122.58,123.76,124.9,125.76,126.34,126.7,127,127.48,127.69,128.19,128.44,128.58,128.88,129.7,130.51,131.07,131.43,131.86,132.07,132.33,132.6,133.09,133.32,133.58,133.83,134.28,134.44,134.77,135.04,135.23,135.69,135.92,136.34,136.79,137.07,137.15,137.37,137.59,138.07,138.36,138.83
211101,0211101 Whisky,0.0867,103.09,103.46,103.92,104.56,105.1,105.47,105.71,106.09,106.68,107.29,108.02,108.72,109.54,110.27,110.83,111.66,112.34,113.01,113.67,114.75,115.9,116.44,116.96,117.69,118.23,118.8,119.41,120.24,121.49,121.76,122.15,122.36,122.4,122.66,122.9,123,123.31,123.42,123.06,123.78,124.25,124.25,124.69,124.93,125.11,124.64,125.28,125.65,125.34,126.08,126.22,126.91,127.28,127.39,127.46,128.48,128.98,128.92,129.5,129.48,130.73,131.26,131.99,132.74,133.24,132.84,133.23,133.29,133.52,133.54,134.33
211102,0211102 Ron añejo,0.2786,103.59,104.11,104.27,104.66,105.04,105.21,105.45,105.71,106.09,106.44,106.64,106.8,107.95,109.27,109.86,110.57,111.12,111.38,111.75,113.86,115.66,116.52,116.91,117.54,118.35,119.57,120.6,121.53,122.05,122.53,122.79,124.46,126.1,127.25,127.86,128.23,128.6,129.27,129.54,129.95,130.12,130.35,130.6,131.64,132.84,133.75,134,134.48,134.72,134.94,135.22,135.72,135.76,136.04,136.34,136.73,136.9,137.32,137.56,137.8,138.18,138.42,138.82,139.31,139.52,139.66,139.83,140,140.71,141.2,141.59
211103,0211103 Ron blanco,0.0615,103.84,104.38,104.82,105.22,105.56,105.77,105.92,106.15,106.37,106.79,107.04,107.18,108.3,109.48,110.23,110.85,111.35,111.69,111.99,114.12,116.44,117.77,118.38,118.8,120.14,121.49,122.54,123.1,123.58,124.19,124.93,125.83,126.88,127.57,128.29,128.78,129,129.48,130.04,130.82,130.99,131.1,131.36,132.47,133.25,133.42,133.93,134.17,134.77,134.89,135.35,135.75,136.03,136.41,136.62,136.9,136.53,137.18,137.37,137.68,137.82,137.95,138.43,138.54,138.95,139.12,139.33,139.67,139.8,140.08,140.2
211104,0211104 Ron dorado,0.068,103.13,103.63,103.98,104.24,104.48,104.7,104.84,105.03,105.36,105.67,105.87,106.12,107.17,108.03,108.5,108.96,109.66,109.94,110.23,111.9,113.24,114.14,114.52,114.87,115.64,116.77,117.77,118.5,119.11,119.41,120.13,120.77,121.37,121.95,122.69,123.3,123.35,123.53,123.88,124.22,124.56,124.55,124.95,125.35,125.35,126.21,126.44,126.94,127.36,127.3,127.56,127.81,128.61,128.86,129.14,129.22,129.43,129.65,129.63,129.79,129.92,129.74,129.81,130.01,130.21,130.58,130.8,131.34,131.49,131.3,132.02
212,0212 Vino ,0.1212,104.4,105.06,105.75,106.51,107.16,107.7,108.08,108.5,109.04,109.4,109.98,110.42,110.93,111.45,111.94,112.38,112.93,113.28,113.85,114.83,115.42,116.04,116.66,117.4,118.28,119.17,119.96,120.62,121.37,121.88,122.78,122.99,123.27,123.38,123.85,124.19,124.23,124.44,124.78,125.06,125.39,125.42,125.72,126.02,126.25,126.56,126.91,127.01,127.13,127.86,128.31,129.15,129.37,129.69,129.84,130.14,130.43,130.57,131.29,131.67,132.08,132.41,132.74,133.14,133.62,134.28,135.05,135.73,136.29,136.53,137.09
2121,02121 Vinos,0.1212,104.4,105.06,105.75,106.51,107.16,107.7,108.08,108.5,109.04,109.4,109.98,110.42,110.93,111.45,111.94,112.38,112.93,113.28,113.85,114.83,115.42,116.04,116.66,117.4,118.28,119.17,119.96,120.62,121.37,121.88,122.78,122.99,123.27,123.38,123.85,124.19,124.23,124.44,124.78,125.06,125.39,125.42,125.72,126.02,126.25,126.56,126.91,127.01,127.13,127.86,128.31,129.15,129.37,129.69,129.84,130.14,130.43,130.57,131.29,131.67,132.08,132.41,132.74,133.14,133.62,134.28,135.05,135.73,136.29,136.53,137.09
212101,0212101 Vino,0.1212,104.4,105.06,105.75,106.51,107.16,107.7,108.08,108.5,109.04,109.4,109.98,110.42,110.93,111.45,111.94,112.38,112.93,113.28,113.85,114.83,115.42,116.04,116.66,117.4,118.28,119.17,119.96,120.62,121.37,121.88,122.78,122.99,123.27,123.38,123.85,124.19,124.23,124.44,124.78,125.06,125.39,125.42,125.72,126.02,126.25,126.56,126.91,127.01,127.13,127.86,128.31,129.15,129.37,129.69,129.84,130.14,130.43,130.57,131.29,131.67,132.08,132.41,132.74,133.14,133.62,134.28,135.05,135.73,136.29,136.53,137.09
213,0213 Cerveza ,1.5238,101.52,102.65,103.29,104.62,105.45,105.84,106.47,108.05,112.49,114.61,115.84,117.16,118.33,119.39,120.26,121.75,122.54,122.97,123.76,124.96,125.46,124.7,123.15,122.03,121.23,123.56,125.45,126.02,126.08,126.06,126.06,125.84,125.78,125.8,125.75,125.8,125.89,125.96,126.12,126.33,126.24,126.32,126.39,126.25,126.36,126.34,126.32,129.85,132.88,133.8,134.73,135.12,135.18,135.21,135.14,135.31,135.34,135.49,137.2,140.42,141.66,142.23,142.71,142.99,143.09,143.21,143.42,143.59,143.8,144,144.25
2131,02131 Cerveza,1.5238,101.52,102.65,103.29,104.62,105.45,105.84,106.47,108.05,112.49,114.61,115.84,117.16,118.33,119.39,120.26,121.75,122.54,122.97,123.76,124.96,125.46,124.7,123.15,122.03,121.23,123.56,125.45,126.02,126.08,126.06,126.06,125.84,125.78,125.8,125.75,125.8,125.89,125.96,126.12,126.33,126.24,126.32,126.39,126.25,126.36,126.34,126.32,129.85,132.88,133.8,134.73,135.12,135.18,135.21,135.14,135.31,135.34,135.49,137.2,140.42,141.66,142.23,142.71,142.99,143.09,143.21,143.42,143.59,143.8,144,144.25
213101,0213101 Cerveza envasada,1.3131,101.43,102.33,102.94,104.37,105.24,105.61,106.29,108.05,113.14,115.57,116.91,118.39,119.69,120.81,121.59,123.12,123.76,124.05,124.83,125.94,126.2,125.15,123.32,121.91,120.91,123.29,125.32,125.85,125.9,125.88,125.84,125.55,125.51,125.48,125.46,125.51,125.62,125.69,125.81,125.99,125.93,125.97,126.02,125.84,125.93,125.83,125.87,129.88,133.31,134.3,135.33,135.83,135.92,135.92,135.88,136.04,136.05,136.21,138.25,141.89,143.25,143.83,144.33,144.63,144.75,144.82,145.06,145.26,145.5,145.66,145.96
213102,0213102 Malta,0.2107,102.05,104.6,105.51,106.15,106.78,107.32,107.63,108.06,108.43,108.67,109.14,109.47,109.85,110.57,111.93,113.25,114.92,116.25,117.11,118.86,120.89,121.85,122.06,122.79,123.22,125.24,126.29,127.11,127.16,127.17,127.39,127.66,127.43,127.81,127.56,127.57,127.59,127.68,128.04,128.41,128.17,128.53,128.73,128.81,129.04,129.5,129.14,129.67,130.24,130.71,130.99,130.71,130.55,130.8,130.54,130.72,130.94,131.03,130.66,131.25,131.77,132.29,132.6,132.82,132.76,133.18,133.19,133.18,133.23,133.62,133.58
22,022 Tabaco,0.2194,103.19,103.41,103.63,103.87,105.18,106.01,106.47,106.77,107.11,107.44,107.58,107.87,108.14,108.37,108.62,108.82,109.52,110.33,110.68,110.95,111.23,111.54,111.69,111.89,112.12,112.37,112.64,113.96,115.22,115.84,116.32,116.78,117.22,117.92,118.24,118.56,118.87,119.16,119.44,120.43,121.57,122.3,122.59,123.19,123.67,124.03,124.38,125.18,126,126.42,126.86,128.04,129.08,129.52,129.98,130.24,130.63,130.77,131.02,131.32,131.81,132.31,133.75,135.46,136.65,137.79,138.52,139.18,139.63,140.08,140.38
221,0221 Tabaco ,0.2194,103.19,103.41,103.63,103.87,105.18,106.01,106.47,106.77,107.11,107.44,107.58,107.87,108.14,108.37,108.62,108.82,109.52,110.33,110.68,110.95,111.23,111.54,111.69,111.89,112.12,112.37,112.64,113.96,115.22,115.84,116.32,116.78,117.22,117.92,118.24,118.56,118.87,119.16,119.44,120.43,121.57,122.3,122.59,123.19,123.67,124.03,124.38,125.18,126,126.42,126.86,128.04,129.08,129.52,129.98,130.24,130.63,130.77,131.02,131.32,131.81,132.31,133.75,135.46,136.65,137.79,138.52,139.18,139.63,140.08,140.38
2211,02211 Cigarrillos y tabaco,0.2194,103.19,103.41,103.63,103.87,105.18,106.01,106.47,106.77,107.11,107.44,107.58,107.87,108.14,108.37,108.62,108.82,109.52,110.33,110.68,110.95,111.23,111.54,111.69,111.89,112.12,112.37,112.64,113.96,115.22,115.84,116.32,116.78,117.22,117.92,118.24,118.56,118.87,119.16,119.44,120.43,121.57,122.3,122.59,123.19,123.67,124.03,124.38,125.18,126,126.42,126.86,128.04,129.08,129.52,129.98,130.24,130.63,130.77,131.02,131.32,131.81,132.31,133.75,135.46,136.65,137.79,138.52,139.18,139.63,140.08,140.38
221101,0221101 Cigarrillos,0.2194,103.19,103.41,103.63,103.87,105.18,106.01,106.47,106.77,107.11,107.44,107.58,107.87,108.14,108.37,108.62,108.82,109.52,110.33,110.68,110.95,111.23,111.54,111.69,111.89,112.12,112.37,112.64,113.96,115.22,115.84,116.32,116.78,117.22,117.92,118.24,118.56,118.87,119.16,119.44,120.43,121.57,122.3,122.59,123.19,123.67,124.03,124.38,125.18,126,126.42,126.86,128.04,129.08,129.52,129.98,130.24,130.63,130.77,131.02,131.32,131.81,132.31,133.75,135.46,136.65,137.79,138.52,139.18,139.63,140.08,140.38
3,03 Prendas de Vestir y Calzado,4.187,99.19,98.65,98.95,99.21,99.3,99.45,99.5,99.59,99.61,99.66,99.88,99.95,100.14,100.03,100.29,100.4,100.6,100.74,100.91,101.04,101.13,101.18,101.36,101.64,101.36,100.93,101.09,101.23,100.84,101.06,100.75,100.76,100.64,100.47,100.32,100.3,100.16,99.42,99.88,99.63,99.51,99.34,98.99,98.89,98.79,98.73,98.64,98.61,98.43,98.15,98.39,98.12,98.1,97.8,97.94,97.75,97.54,97.4,97.16,97.24,97.05,96.48,96.99,96.72,96.66,96.55,96.53,96.43,96.42,96.14,96.11
31,031 Prendas de Vestir ,2.9124,99.55,99.02,99.48,99.74,99.79,99.98,100.16,100.37,100.34,100.49,100.68,100.84,101,100.92,101.23,101.48,101.75,102.01,102.23,102.46,102.65,102.8,103.08,103.29,102.93,102.48,102.95,103.22,102.93,103.26,102.89,102.79,102.67,102.64,102.57,102.7,102.51,102.15,102.63,102.31,102.2,102.13,101.79,101.77,101.85,101.72,101.74,101.84,101.78,101.61,101.88,101.77,101.78,101.62,101.79,101.73,101.55,101.5,101.37,101.44,101.44,100.82,101.42,101.25,101.32,101.21,101.17,101.15,101.23,100.99,101.1
312,0312 Prendas de vestir ,2.688,99.48,98.9,99.34,99.61,99.66,99.85,100.01,100.22,100.14,100.23,100.41,100.56,100.72,100.6,100.93,101.12,101.4,101.62,101.82,102.01,102.18,102.29,102.6,102.81,102.39,101.91,102.33,102.57,102.23,102.55,102.12,102,101.82,101.77,101.67,101.77,101.55,101.16,101.65,101.27,101.14,101,100.64,100.6,100.67,100.49,100.47,100.56,100.47,100.26,100.49,100.34,100.31,100.13,100.28,100.16,99.95,99.89,99.75,99.8,99.75,99.05,99.7,99.47,99.53,99.41,99.34,99.32,99.36,99.06,99.15
3121,03121 Prendas de vestir para hombre y niño,1.0245,99.49,98.73,99.47,99.82,99.89,100.08,100.33,100.59,100.32,100.46,100.62,100.78,100.83,100.79,101.15,101.31,101.67,102.27,102.58,102.84,102.97,103.12,103.26,103.57,103.15,102.56,103.1,103.62,103.15,103.62,103.47,103.51,103.22,103.16,102.84,102.96,102.68,102.46,103.05,102.71,102.67,102.46,102.06,102.23,102.22,101.96,102.06,102.07,101.94,101.48,102.04,102.02,101.98,101.88,102.19,102.13,102.06,101.71,101.81,102.16,101.92,101.09,101.85,101.74,102.04,101.98,101.91,102.08,102.03,101.5,101.8
312101,0312101 Pantalón sport de hombre,0.4582,98.54,98.05,99,99.35,99.77,100.11,100.22,100.74,100.11,100.31,100.36,100.59,100.45,100.54,100.88,101.16,101.63,102.28,102.71,103.13,103.45,103.51,103.51,103.98,103.2,102.61,103.25,104.4,103.84,104.7,104.6,104.64,103.93,103.7,103.3,103.42,102.94,102.9,103.29,103.06,102.85,102.33,102.12,102.28,102.48,102.03,102.17,101.99,101.8,101.1,102.01,102.1,102.03,101.91,102.32,102.2,102.78,102.26,102.2,102.53,102.58,101.41,102.3,102.41,102.6,102.6,102.54,102.52,102.43,101.65,102
312102,0312102 Poloshirt para hombre,0.2534,100.24,99.13,100.36,100.47,99.72,99.75,100.22,100.04,100.05,99.53,99.66,99.75,99.98,99.57,99.95,100.05,100.05,100.9,101.15,101.23,100.93,101.38,101.72,101.9,101.76,100.99,101.78,101.67,101.08,101.23,101.07,101.08,101.15,101.12,100.47,100.74,100.79,100.39,100.85,99.95,100.21,100.07,99.48,99.37,99.01,98.9,98.94,99.25,99.01,98.77,99,98.93,98.89,98.67,99.08,98.98,98.2,97.93,98.32,98.55,97.87,97.26,98.1,97.85,98.45,97.82,97.79,98.25,97.89,97.37,97.61
312103,0312103 Camisa de vestir para hombre,0.146,99.25,98.18,97.86,98.4,98.54,98.26,98.2,98.25,98.08,98.53,99,99.03,99.04,98.93,99.3,99.11,99.33,99.46,99.68,99.74,99.83,99.89,99.71,99.56,99.03,98.48,98.46,98.28,98.05,97.93,98.14,98.1,98.17,97.94,98.06,97.79,97.41,97.17,98.1,98.02,97.76,97.82,96.79,97.45,97.42,96.98,97.27,96.98,96.97,96.45,96.98,96.97,97.04,97.11,97.23,97.15,96.4,96.02,96.07,96.61,95.73,94.79,95.73,95.42,95.36,95.72,95.34,95.59,95.57,95.1,95.09
312105,0312105 Pantalón de vestir de hombre,0.0643,100.59,99.73,99.06,99.82,99.7,99.82,100.01,100.18,99.68,100,99.77,99.84,99.84,99.82,100.15,99.83,100.1,100.53,100.75,100.85,100.74,100.45,100.84,101.2,101.19,100.48,100.7,101.12,100.94,101.19,100.2,99.79,100.05,100.66,100.33,100.59,99.77,98.97,100.93,100.51,100.25,100.16,100.02,100.33,100.11,100.4,99.94,100.45,100.34,100,100.15,99.92,99.89,99.66,100.11,100.09,99.55,99.52,99.42,100.36,100.01,99.27,99.95,99.29,99.82,99.91,100.03,99.9,100.13,99.84,100.45
312107,0312107 Pantaloncillos,0.0686,101.69,101.2,102.09,102.53,102.96,103.44,104.16,104.6,105.07,105.88,106.22,106.59,107.24,107.35,107.66,108.3,109.25,109.81,109.97,110.26,110.82,110.72,111.34,112.11,112.28,112.23,112.78,113.17,113.09,113.38,113.2,113.73,113.81,114.17,114.48,114.6,115.07,114.81,115.29,115.35,116,116.41,116.2,116.67,116.7,116.82,116.94,117.12,117.21,117.2,117.19,116.98,116.95,117.2,116.94,117.21,117.13,117.21,117.59,117.61,118.45,118.79,118.46,118.38,118.68,119.14,119.18,119.54,120.26,120.41,120.86
312110,0312110 Camiseta interior para hombre,0.034,101.15,100.6,101.46,101.94,102.63,103.56,104.56,105.35,106.36,107.7,108.33,108.6,108.95,109.67,110.32,110.87,112.05,112.33,112.67,113.15,113.68,114.32,114.94,115.11,115.84,115.63,115.87,115.9,115.35,116.11,115.78,115.94,115.49,115.91,116.15,116.43,116.39,116.36,116.92,117.22,117.54,118.11,118.24,117.92,117.9,118.13,118.41,118.83,119.24,119.3,119.77,119.47,119.18,119.14,119.19,119.58,119.69,119.66,119.69,120.15,120.14,120.14,120.18,120.06,120.4,120.61,120.94,121.58,122.04,122.74,123.27
3122,03122 Prendas de vestir para mujer,1.0195,99.9,99.22,99.61,99.88,100.07,100.24,100.35,100.53,100.52,100.59,100.74,100.8,101.02,100.83,101.13,101.35,101.65,101.5,101.58,101.69,101.88,101.8,102.09,102.03,101.7,101.24,101.59,101.81,101.26,101.54,100.54,100.2,99.93,99.91,99.83,99.95,99.73,99.2,99.61,99.02,98.69,98.74,98.3,98.26,98.49,98.25,98.08,98.28,98.28,98.13,98.27,97.86,97.64,97.44,97.47,97.21,96.72,96.78,96.32,96.3,96.52,95.72,96.52,95.99,95.83,95.71,95.61,95.43,95.54,95.28,95.09
312201,0312201 Blusa de vestir para mujer,0.0173,100.37,99.59,100.29,100.32,100.74,100.56,100.89,100.48,100.11,99.75,100.18,100.55,100.75,100.75,100.96,100.59,101.17,100.76,100.83,100.94,101.02,100.86,100.68,101.32,100.52,99.56,99.9,99.06,99.23,98.59,98.66,98.43,98.13,97.69,97.41,97.81,98.15,97.75,98.53,97.75,97.51,97.31,97.08,96.78,96.59,96.34,96.24,96.16,96.04,95.88,96.07,95.62,94.87,94.26,94.66,94.49,94.11,93.35,93,92.8,93.38,92.46,92.97,92.84,92.73,92.78,92.33,92.49,92.53,92.2,92.26
312202,0312202 Blusa sport de mujer,0.285,100.63,100.02,100.58,100.65,100.78,100.88,101.16,101.33,101.47,101.61,101.74,101.99,102.37,102.03,102.56,103,103.3,103.31,103.35,103.51,103.69,103.5,104.5,104.45,104.25,104.51,104.8,105.13,104.44,104.6,103.11,103.05,101.89,101.95,102.16,102.37,102.17,101.21,101.55,100.39,100.25,100.4,99.81,100.14,100.41,100.1,99.77,100.25,100.27,99.99,100.36,99.69,99.58,99.35,99.28,98.98,97.64,97.73,96.72,96.46,96.99,96.06,96.97,96.17,96.19,96.29,96.18,96.28,96.41,95.9,95.86
312203,0312203 Pantalón sport de mujer,0.3847,99.08,97.91,98.36,98.83,99.08,99.38,99.38,99.66,99.36,99.43,99.55,99.42,99.63,99.32,99.45,99.5,99.75,99.44,99.26,99.45,99.48,99.28,99.64,99.33,98.62,97.66,98.36,98.59,97.53,98.27,98.15,97.56,97.54,97.28,97.2,97.59,97.22,96.99,97.42,96.9,96.47,96.42,95.92,95.88,96.12,95.81,95.62,95.79,95.75,95.55,95.7,95.56,95.13,94.94,95.1,94.97,94.92,95,94.72,94.78,95.06,93.8,94.88,94.52,94.41,94.14,94.17,93.82,93.81,93.61,93.33
312204,0312204 Panties,0.0548,101.2,101.23,101.2,101.29,101.44,101.84,101.93,102.22,102.44,102.66,103,103.31,103.78,103.79,104.64,105.01,105.32,105.04,105.61,105.89,106.04,106.39,107.47,107.89,108.05,107.7,108.07,108.69,109.11,109.36,109.43,109.27,109.81,110.18,110.39,110.34,110.61,110.57,111.1,111.36,111.49,111.38,111.61,111.48,111.57,111.81,112.17,112.32,112.42,112.62,112.54,112.64,112.87,112.52,112.75,112.69,113.12,113.33,113.29,113.02,112.97,113.3,113.96,113.93,113.87,114.06,114.38,114.42,114.77,115.39,115.6
312205,0312205 Trajes para mujer,0.1445,98.98,98.69,98.9,99.16,99.16,99.16,99.28,99.44,99.58,99.58,99.66,99.7,99.65,99.83,99.88,100.11,100.35,100.35,100.62,100.58,100.83,100.83,99.59,99.67,99.78,99.3,99.03,98.95,99.06,98.82,94.89,94.61,94.75,94.8,94.02,93.25,92.92,91.85,92.32,91.98,91.11,91.37,90.88,90.29,90.37,90.41,90.29,90.3,90.42,90.2,89.95,88.87,88.68,88.44,88.19,87.68,87.09,87.11,86.81,87.12,86.97,86.62,87.16,86.09,85.29,85.06,84.47,84.01,84.25,84.05,83.67
